title,subtitle,content,date,tags
Как потери на фондовом рынке помогли мне переосмыслить ценности и отношения с людьми,Без подзаголовка,"sawyoudrawn

Я решила продолжить вести дневник, комментарии, по большей части, были довольно корректные и моей стратегии или «стратегии» инвестирования дали верную оценку. Те, кто разбираются в фондовых рынках, наверное догадались, что со мной поизошло — меня, как хомяка, вытрясли с фондового рынка, т.к. в тот момент я была нездорова.
Мне много написали о том, что я не беру ответственность за свои поступки, сваливаю все на менеджера, я, скорее, объясняю ход моих мыслей, не питаю иллюзий о том, что кто-либо, кроме меня виноват в том, что произошло, поэтому мне сейчас так больно, когда наступает темнота, я остаюсь один на один со своей ошибкой.
Я была самонадеянной, невнимательной, жадной, когда нужно было разбираться, пускала все на самотек, когда нужно было отпустить ситуацию, зачем-то позволяла себе тревожиться, проявляя невероятный эгоизм к своей семье.
Вы пишете, что деньги — ничто, тем более, когда с ними проблем нет, но я потеряла вместе с ними многое, очень многое. Все мои интересы теперь — табу, мне больно следить за фондовым рынком, новостями, больно даже расплачиваться деньгами, думать о будущем, какой теперь в этом всем смысл? Безусловно, мое отношение к деньгам и вещам было нездоровым, и нужно было его менять, я была готова, но не ожидала перемен такой ценой, такое ощущение, что мне сломали кости, чтобы срастить их по-новому.
Я лишилась уверенности в себе, моя самооценка на нуле, тут пишут, какая я неуровновешенная и истеричная, дело в том, что я такой никогда себя не считала, мне даже один раз сказали на собеседовании, что я слишклм спокойная и не смогу работать в коллективе с более темпераментными людьми.
Из позитивного — в последнее время я сблизилась, благодаря своей болезни, со многими друзьями, близкими и знакомыми, с которыми отношения охладели из-за разногласий, много теплых слов было сказано в мой адрес, а я не постеснялась первой сказать, как я их люблю и ценю.
Психотерапевт посоветовала мне завести новых знакомых, как ни странно, мне это удалось и доставило даже удовольствие, хоть я теперь и способна испытать его ничтожную часть.
Мой друг, находящийся со мной на одной тревожно-финансовой волне, попросил своего наставника позвонить мне, я ценю, то, что он так много для меня сделал. Наставник уделил мне очень много времени и сказал все по существу — что лучшая инвестиция — это инвестиция в своего ребенка, мне следует положить деньги на вклад и забыть о них.
В детском саду познакомилась с очень милой парой — грузин и армянка, теплые восточные люди, пригласила их на новоселье (возможно мы скоро переедем).
Сидела недавно, оставив ребенка в саду, на лавке на детской площадке, думала о том, какой у нас красивый район, как я люблю осень, как я была бы счастлива, если бы ничего этого со мной не случилось, безумно хотелось хоть с кем-то поговорить. Скорбно поплелась домой, на лестнице меня чуть не сбила с ног собака, я, в отчаянии обратилась к хозяину, дрожащим голосом спросила, где можно взять такую замечательную собаку, хотя она мне вовсе не нужна сейчас в моем состоянии. Мужчина долго и охотно рассказывал о данной породе, как он заботится о ней и любит свою собаку. Испытала стыд за то, что для своего ребенка я делаю меньше.
Новый знакомый оказался невероятным, очень открытым, образованным, многогранным человеком, достаточно деликатным, чтобы не спросить, что со мной случилось, и в то же время предложил помощь — познакомить меня со священниками в храме, мимо которого я много раз проходила, но даже в голову не приходило посетить это историческое место. Я настроена решительно, всегда считала себя материалистом, но, возможно, настало время обратить взор в сторону религии, надо вышибать клин клином, зацикленность на деньгах — духовностью.",2024-11-09,инвестиции; мозг
Вопрос инвестору: лучше положить деньги на накопительный счет или купить доллары?,Без подзаголовка,"user3447359

Что в настоящее время более рационально и оправданно: класть деньги на накопительный счет или покупать доллары?",2024-11-09,инвестиции
"Как я заработал на недвижимости больше, чем на депозите: мои расчеты",Без подзаголовка,"Павел Шамаев

Впрошлой статьея рассказал о трех кейсах заработка на недвижимости с доходностью до 40% годовых, и многие из вас попросили более детальные расчеты по каждой сделке. Чтобы было понятно, как именно складываются все расходы и доходы, в этом материале я разложу цифры по полочкам — от стоимости покупки и оформления до налогов, комиссии агента чистой прибыли. Надеюсь, так вам будет проще оценить, насколько такие инвестиции могут быть выгодными.
Кейс 1: Покупка и продажа квартиры в Мурино (2022 год, срок реализации — один год)
Шаг первый: Покупка квартиры.
Сопутствующие расходы:
Сумма расходов на покупку (все, что было уплачено сверх стоимости квартиры): 11 300 + 28 000 + 180 000 = 219 300 ₽.
Шаг второй: Продажа квартиры.Цена продажи: 4 000 000 ₽.
Сопутствующие расходы:
Сумма расходов на продажу: 2 000 + 78 000 + 120 000 = 200 000 ₽.
Шаг третий: Финансовый итог.
Кейс 2: Перепродажа квартиры с возвратом НДФЛ (2024 год, срок реализации 3 месяца)
Шаг первый: Покупка квартиры. Цена покупки: 6 500 000 ₽.
Сопутствующие расходы:
Шаг второй: Продажа квартиры.Цена продажи: 7 050 000 ₽.
Сопутствующие расходы:
Шаг третий: Финансовый итог.
Общая сумма сопутствующих расходов на покупку и продажу квартиры: 4000 + 2000 + 15 000 + 71 500 = 92 500 ₽.
Прибыль вместе с возвратом НДФЛ: 1 070 000 — 92 500 = 977 500 ₽ что по отношению к вложенным средствам (6 500 000) составляет 60% годовых. Прибыль в данном случае высчитываем по формуле Х = 977 500 * 100 / 6 500 000 = 15% (где Х — это процентное соотношение прибыли к вложенным средствам). 15.038% — прибыль, полученная за 3 месяца (период реализации квартиры). Таким образом, чтобы вычислить годовую доходность, нужно 15.038 * 4 = 60.152% — это годовая прибыль к вложенным средствам.
А теперь посчитаем, какой могла бы быть доходность этой сделки без возврата НДФЛ.
Чистая прибыль БЕЗ возврата НДФЛ: 550 000 — 92 500 = 457 500. Что по отношению к вложенным средствам (6 500 000) составляет 28%
Х =( 457 500 * 100 ) / 6 500 000 = 7.038% (прибыль за 3 месяца) 7.038 * 4 = 28,152% (годовая).
Кейс 3: Сравнение доходности покупки и перепродажи квартиры с банковским вкладом (2023 год, срок реализации 7 месяцев)
Напоминаю, что в данном кейсе речь шла о Сергее, который в апреле 2023 года решил на время переехать в Карелию, и вместо съема жилья решил купить квартиру в Петрозаводске, чтобы продать ее через 7 месяцев.
Шаг первый: Покупка квартиры.Цена покупки: 5 000 000 ₽.
Сопутствующие расходы:
Расходы на ЖКХ в данном случае не считаем, потому что альтернативой этому варианту был бы съем квартиры в которой тоже были бы расходы на оплату ЖКХ услуг.
Суммарные расходы на покупку: 104 000 ₽.
Шаг второй: Продажа квартиры.Цена продажи: 5 600 000 ₽.
Сопутствующие расходы:
Суммарные расходы на продажу: 2 000 + 112 000 + 78 000 = 192 000 ₽.
Доход от продажи: 5 600 000 - 5 000 000 = 600 000 ₽. Расходы по двум сделкам, включая налог, составили 296 000.
Чистая прибыль = 600 000 — 296 000 = 304 000 ₽ (Что по отношению к 5 млн и в переводе на годовую доходность будет 10% ) — то есть, уже больше чем вклад в банк. Х = 304 000 * 100% / 5 000 000 = 6.08% — доходность за 7 месяцев, переводим в годовую доходность: 6.08*12 / 7 мес = 10.422% — годовая прибыль к вложенным средствам
Если бы покупатель в данном случае вместо покупки и перепродажи квартиры в другом городе выбрал вариант аренды и вклада в банк, то его расходы составили бы: 20 000 (Примерная стоимость аренды 2к/к в Петрозаводске) * 7 месяцев (срок аренды) = 140 000 ₽.
Почитаем, сколько покупатель смог бы заработать, положив на депозит под 8% годовых на 7 месяцев (аналогичный аренде период) сумму, эквивалентную стоимости купленной квартиры вместе с расходами по сделке (5 104 000 ₽):
Высчитываем годовую доходность вклада: 5 104 000 * 8% = 408 320 ₽
1 ноября 2023 года ключевая ставка была 15%. Таким образом 1 млн рублей*15%=150 000 (это необлагаемый налогом, доход с вклада)
Исходя из этого, считаем чистую годовую прибыль без необлагаемой налогом части: (408 320 — 150 000) — 13% = 224 738 ₽.
Чистая, полная годовая прибыль с вклада, таким образом, могла составить: 224 738 + 150 000 = 374 738 ₽
374 738 ₽ / 12 месяцев = 31228.16 (прибыль в месяц)
Прибыль за 7 месяцев вклада (срок, аналогичный владению квартирой), таким образом, могла бы составить: 31228.16 * 7 = 218 597.16 ₽
Чистая прибыль = 218 597.16 — 140 000 (расходы на аренду квартиры на 7 месяцев)= 78 516.2 ₽
Согласитесь, существенная разница с прибылью в 304 000 ₽, полученной в случае перепродажи?
При этом мы не учитывали в качестве расхода:",2024-11-07,инвестиции
Я потерял больше 150 000 ₽ на ставках в быстрой игре,Без подзаголовка,"Михаил

Ставил сначала на спорт у букмекера, немного выигрывал, потом проигрывал, но ощущение азарта совсем небыло, а было лишь желание хоть что-то отбить. Затем перешёл в одну из быстрых игр Фортуна, по стратегии на каждое число по порядку и добавлял ставку начиная с 10 рублей пока не выпадет, тренировал на дэмо счёте, зарабатывал и 50 и 100 тыс. Важный критерий был в том, что сумма буфера должна быть не менее 350 тыс., т. к.число может не выпасть до 150, а то и до 200 раз, но я зашёл с 40, т. к.большей не располагал. Решил попытать удачу, но как на зло пошло все против и первое же число не выпадало очень долго. В итоге баланс просто обнулил слёту, не успев даже начать.
Затем снова зашёл с суммой 100 тыс., ставил на комбинации по такой же схеме, мало помалу после кропотливой работы, я заработал всетки 20 тыс. за два дня, и не стал продолжать, т. к.была опасность также все однажды слить. И долго сидеть было не просто, от чего был огромный стресс, сумма баланса была 100 тыс., а нужна также не меньше 150—200, лучше больше, был большой риск, но все же деньги хотелось вернуть. И самой доходной оказалась стратегия на одно из трёх полей, на которой просто удваивал, долго прорабатывал на дэмо счёте, и в целом всегда был в плюсе, уходя в минус не более 100 тыс. Но и в этот раз все пошло не по плану.
Однажды слишком долго не выпадало поле и просто не хватило средств, чтоб продолжать, можно сказать все шло против меня, так долго никогда небыло за время практики. Если честно было такое ощущение изначально. Не продержался и 10 минут.
Вывод такой, не знаю что это, злой рок или все-таки действие машины против нас, стоит только зайти с реальными деньгами и пиши пропало, ну и с маленькой суммой меньше 300 тыс. лучше просто не заходить, даже не пытайтесь, если только не просто попытать удачу. Вобщем и целом ни в каких играх мне никогда не везло, и даже по стратегии.
В надежде хоть немного заработать, а потом хотя бы вернуть то, что потерял, я ушел в минус аж на 150 тыс.
Правильно есть поговорка, игра не доводит до добра. Таким же макаром я и на бирже потерял больше 500 тыс. из-за каких то внезапных событий на рынке.",2024-11-07,
"Как я инвестировал в краудлендинг и понял, что это низколиквидно",Без подзаголовка,"ManNDog

В общем смысле краудлендинг — это кредитование бизнеса физическими лицами. При этом все риски (задержек и дефолтов) ложатся на кредитора, платформа выступает посредником. Из заманчивых обещаний — доходность выше депозита и… всё??! В России существует с десяток краундлендинговых платформ, две из которых с существенным отрывом лидируют.
На самом деле, я всегда мечтал был “ростовщиком” — нравится мне это определение, для меня оно окрашено скорее не негативом, а цветом денег. Поэтому, узнав, о появлении такой возможности, решил попробовать. К тому же что-то новое..
К тому же, нужно же диверсифицироваться… а вдруг, а вдруг сделаю ставку и тут оп и 60% годовых (*такие ставки реально существуют на платформах, это не шутка). Решено — пробую! Спустя 1год участия в 2 краундлендинговых платформах спешу рассказать Вам историю моего успеха (спойлер — на самом деле — нет!).
Условия: были заведены небольшие суммы денег (буквально не более пары процентов от капитала) на 2 платформы (с названиями на “Д” и на “П”).
В первые 2-3 месяца честно пытался раскидывать займы “вручную”, для этого изучал в меру своих компетенций (весьма средних — экономическое образование + опыт работы в бизнесе) данные каждого заемщика и его кредитную историю.
На второй месяц этот процесс стал отнимать по 3-4 часа в день (!!!) — ведь в портфеле оказалось до 300-500 выданных займов! Несмотря на такой, вроде, основательный подход примерно ко 2-3 месяцу я столкнулся с большим количеством задержек и дефолтов.
Тут сразу оговорюсь — в рекламе платформ обещают 3-4-5-6% дефолтов — это ПОЧТИ правда, НО тут не учтены просрочки и реструктуризации (а реструктуризаций может быть еще до 5-6%, столько же просрочек платежей, еще не ушедших в дефолт — итого под 15% “неработающих” денег).
Реальностью 3 месяцев работы стал итог, когда на одной из платформ я вышел по месяцу просто в “0”. Испытав массу неприятных эмоций (я же соревнуюсь с депозитом — а там доход почти гарантирован), я решил не сдаваться и поменять манеру инвестирования — на обеих платформах перейти в режим либо “Консервативный автоинвест” на платформе Д, либо “Без риска автоинвест” на платформе П.
Тут оговорюсь: нужно понимать, что условия работы на платформах отличаются весьма существенно — есть тонкости и нюансы — так например, “Консервативный автоинвест” всё равно уходил в дефолты и реструктуризации, а вариант “Без риска” — это, по сути, займ платформе с вероятностью возврата средств ею гарантированной. Последующие 9-10 месяцев использовал именно этот “малорисковый” и “времясберегающий” подход.
Результат? Неоднозначный! За год средняя доходность по портфелям находилась в диапазоне 12-16% годовых (при ключевой ставке 21%).
Выводы, которые я сделал для себя из данного опыта:
Закрыл ли я оба счета, учитывая вроде бы негативный опыт? Нет, не закрыл! Почему? Диверсификация — яйца в разных корзинах, просто корзинка краунделендинга одна из самых маленьких в моём портфеле.
Слишком жив в памяти опыт временного закрытия биржи, а потом дискретных торгов, когда значительная часть моих средств оказалась просто заморожена. На случай повторения подобного сценария — пусть у меня будет 5-10 “корзинок”, из какой-то из них может получиться вывести средства в случае необходимости.",2024-11-07,инвестиции
Вопрос инвестору: какого брокера выбрать?,Без подзаголовка,"Глеб Вельк

Сейчас хочу открыть брокерский счет и иис. Планирую инвестировать в долгосрочной перспективе, а не спекулировать. остановил выбор между втб и бкс. Что надежнее, удобнее для новичка и выгоднее?",2024-11-07,инвестиции
Вопрос инвестору: стоит ли инвестировать в криптовалюту?,Без подзаголовка,"Генадий Горняков

Я накопил определенный капитал и хочу его куда то инвестировать для пассивного дохода а точнее в крипту — эфир или биткоин.
Так же еще есть на примете недвижимость во всех ее видах, помогите решить данный вопрос.",2024-11-06,инвестиции
Финансовый совет: заберите деньги из НПФ по достижении «старого пенсионного возраста»,Без подзаголовка,"2128506

Хочу поделиться своим опытом по получению накопительной части пенсии из негосударственного пенсионного фонда. Я северный пенсионер. До пенсионной реформы, по старому, должна была уйти на пенсию в 50 лет. С повышением пенсионного возраста государство ""подарило"" мне дополнительных 4 года ""молодости"". Благодарна (нет). О возможности забрать свои накопления из негосударственного фонда узнала из источника ""слухами земля полнится"". В интернете информация о северных пенсионерах практически отсутствовала. Вся информация была только про обычную пенсию по старости.
Первое, что я сделала, узнала в каком банке находятся мои накопления и сколько их. Для этого через Госуслуги сделала запрос. Выяснилось, что моя накопительная часть пенсии хранится в Севергазбанке, и там не много, не мало, а 480 000 рублей. Также в недрах своих бумажных завалах я нашла договор с банком на отчисление моих пенсионных накоплений.
Второе, что я сделала, это зашла в личный кабинет банка и написала заявление на вывод этих средств. Пришлось поковыряться, потому что система просила номер моего пенсионного удостоверения, которого у меня естественно быть не могло.
Третий мой шаг, это запрос в государственный пенсионный фонд (тоже через госуслуги). Ответ пришел. Оказалось лишним.
Я записалась на прием в офис Севергазбанка и пошла туда прихватив ссобой паспорт, снилс, справку предпенсионера (с Госуслуг), договор и ответ ГПФ. Там мне пришлось еще раз заполнить бланк заявления на вывод денег. Также сотрудница банка (милая женщина, которая дала мне свои координаты для связи) сказала, что они сами будут делать запрос в государственный пенсионный фонд. Мне выдали карту банка.
В результате после ответа ГПФ я получила на карту свои 480 000 рублей. Всё это действо заняло у меня 4 месяца.Если б я сразу пошла в банк со своим требованием, времени это заняло бы меньше.
Итак, если вы предпенсионер и у вас есть накопления в негосударственном ПФ. Бегите их забирать! Это ваши деньги.",2024-11-06,
"Я должна выплатить 650 000 ₽ по кредитам и налогам, но не знаю, как начать это делать",Без подзаголовка,"Елена


В 2023 году был закрыт бизнес, после которого остались долги по налогам порядка 150 000 рублей. Ещё 400 000 — это долги по старым кредитам, которые уже ""просужены"", проценты не растут. Есть ещё долг на юрлице, где я являюсь руководителем и собственником и ктотоое теперь не работает.
К сожалению, почему-то никак не могу найти в себе силы начать выплачивать эти долги. Всегда находятся более важные траты: поездки, сходить в кафе, купить что-то из вещей детям и себе, полезное и вкусное из еды. На иждивении осталось двое детей, старшие уже самостоятельные.
P.S. Вариант с банкротством не мой, так как не получаю зарплату, чтобы не списывали деньги. К тому же есть имущество, которое при банкротстве сразу уйдет на реализацию.
Пока решения нет. Нужно брать себя в руки и на чём -то экономить. Но терять привычный образ жизни страшно и не хочется.
Хотелось бы, конечно, чтоб кто-то поделился опытом, как себя мотивировать на такой вот подвиг, как погашение долгов.",2024-11-06,долги; кредиты
Я зарабатываю на передержке собак в сезон отпусков,Без подзаголовка,"Светлана

Предыстория
Лето — время отпусков, но тем у кого есть домашние животные и их не с кем оставить, это головная боль. Есть конечно гостиницы для животных за большие деньги. А есть объявления по передержке животных. Так как сама имею собаку и бывало, что и оставляла на передержку свою, решила летом взять небольших собачек на передержку.
Пассивный доход
Разместила объявление, брала только сучек и небольших, чтоб моей было с ними комфортно. Цену взяла среднюю по городу 500 руб сутки плюс корм. Через два дня на мне уже были две маленькие сучки, я бы сказала пассивный доход и моей собаке весело и все под наблюдением. Можно было бы и больше взять( ну я в первый раз), очень даже неплохой бизнес, если ты разбираешься в собаках и любишь их.
Планы
За все лето у меня на передержке было 12 собак. Следующим летом повторю, может возьму трех или четверых сразу.",2024-11-05,деньги
"Как я выплачивала долги на 1 261 151,84 ₽: часть 5, как я докатилась до такой жизни",Без подзаголовка,"Маша Икс

В марте 2023г я под грузом кредитов начала впадать в уныние, грусть, слезы, убегала от ситуаций и обычно я убегаю только уходя в спячку. То есть очень много сплю, и таким образом якобы ухожу с реальности
И дошло до такого, что летом 2023г у меня вообще не было сил ни на что, даже встать с кровати. Я в этот момент включала запись коуч обучения, и слушала 2 урока (именно 2 урока, повтором, друг за другом, одно и тоже) и благодаря этому появлялись некие силы и я могла даже дойти до моря и посидеть (я жила в Новороссийске)
И в августе 2023г я села за стол и решила посмотреть, подумать, из-за чего это я кредиты набрала и нашла ответ, неожиданный для меня, потому что раньше об этом я не задумывалась.
Я веду личный дневник, и туда написала и дата есть
Но ответ мне пришел в конце сентября, что с этим всем делать. Я решила ехать на вахту, начала смотреть вакансий и сразу нашла, это было в пятницу. Мне ответили, чтоб я позвонила в понедельник. В итоге в среду я уже ехала на работу. Это было 4 октября 2023г
Когда я считала свои долги и расписывала как я буду их оплачивать, мне так много энергий, сил появилось, что внутри все изменилось, этот кредит меня вообще не тяготил и я не чувствовала, что меня напрягает и я не чувствовала не свободу из-за долгов, нет, мне стало очень легко
В итоге я проработала с 8-22ч 6 месяцев (с 6 выходными, 1 выходной в месяц был) и поняла я начинаю уставать и поменяла работу.
На что брала кредиты, я вообще не помню. Будто из памяти исчезло, помню только:
На что больше я не помню. Все что я вам тут расписала в 4 частях, я пишу в закрытом канале, там у меня расписано:
Мне в комментариях писали, что все не связно написано, не понятно. Это в тексте да, не понятно кажется. Но когда все сообщения разделены по датам, все четко видно
В след сообщений отвечу на ваши вопросы под постами
Финальные ответына ваши вопросы.",2024-11-05,долги; кредиты
"Я коплю 300 000 ₽, чтобы освоить профессию мечты — стать медиком",Без подзаголовка,"Нарциссическая особа

О себе
Всем привет! Мне 28 лет, живу в Краснодаре одна в своей квартире. Есть первое образование дизайнер, на данный момент работаю на фрилансе, в среднем зарабатываю 20 000 руб в месяц.
С апреля месяца этого года, компания, на которую я работала, стала терпеть крах. Мне пришлось оставить официальную высокооплачиваемую работу и перейти на подработки. Денег стало не хватать, так как вся подушка безопасности ушла на покупку квартиры и ремонт. Я взяла еще несколько подработок рядом с домом, не связанных с дизайном, и теперь в общем получаю 45 000 руб в месяц.
Цель
С самого детства я мечтала стать врачом. В более взрослом возрасте пришлось оставить эту мечту, так как на бюджет я бы не поступила, а оплачивать мое образование было некому. Поэтому в 16 лет я поступила на бюджет на дизайнера и отработала удаленно 10 лет в одной компании. В этом году я поняла, что теперь могу исполнить свою мечту и уйти в медицинскую сферу. На врача учиться долго и дорого, а вот на медсестру — вполне реально.
Мне учиться всего 1 год и 10 месяцев очно в колледже, так как поступать буду по диплому. На это понадобиться 250 000 за два года обучения. Буду брать образовательный кредит (молюсь, чтобы его не отменили в следующем году😅)
Осталось решить вопрос с деньгами, которые мне понадобятся на жизнь: еду, проезд, коммунальные платежи. Поэтому сейчас я усиленно откладываю каждую копейку, чтобы накопить хотя бы 300 000 на первый год обучения. Потом надеюсь, что после прохождения практики, мне удастся договорится с какой-нибудь больницей или поликлиникой, чтобы устроиться хотя бы на пол ставки и работать там весь второй год обучения.
План действий
Я начала копить с июля месяца. После ремонта у меня остались 100 000 руб, которые я сразу закинула на накопительный счет.
Хочу откладывать минимум 25 000 руб в месяц. Пока что у меня получается отложить даже больше, чем я планировала. Наверно, это потому что, я экономлю на всем, кроме еды. Езжу только на общественном транспорте, никуда не путешествую, покупаю из одежды самое необходимое.
Сейчас на одном накопительном счете у меня 150 000 руб, на другом 82 000 и 10 000 я оставляю свободными на расходы.
Такая жизнь, в тотальной экономии, мне в новинку. Раньше я путешествовала каждые три месяца, каждый год покупала себе новый айфон и еще оставались свободные деньги. Но ради профессии мечты я готова потерпеть и ужать себя в тратах, потому что ни одна из моих работ сейчас не приносит мне удовлетворения и спокойствия. Моя душа рвется в медицину и я надеюсь, что в августе следующего года увижу себя в списках поступивших 🍀",2024-11-05,накопления; учеба
Как я начала инвестировать на пенсии,Без подзаголовка,"Рузима Сафарова

Инвестиции с пенсии на Московской бирже с рубля. Так начала свой подход к этим ""заколдованным"" словам. Свободного времени много и начала вносить деньги понемногу на свои счета. Была удивлена, что общая сумма всех инвестиций достигла 100 тыс. за год. Так, собирая крохи, с занимательным интересом стала проводить дни и ночи. Покупала и пробовала ценные бумаги, металлы, валюты. Познавая и приумножая свои знания без посредников.
Всецело отдавая себя проводила время и вдруг всё разрушилась за миг. Что-то успела продать из иностранных акции, фондов,.. Ещё не знала, что пути назад нет. Все иностранные цб перешли в банки посредников и исчезли. Другие за копейки проданы и выручены, остальная часть осталась лежать с надеждой на будущее восстановление.
На сегодня ещё более снизилась ценность бумаг, но российские стали платить копеечные дивиденды. Это говорит, что мы ещё держимся. Если верить, то акционерам стоит набрать по низкой цене хотя бы голубые фишки. Прогнозировать это невозможно.
Если есть лишние 10% пенсии, то можно пробовать. Рада, что коснулась этой темы с нуля, тем более не имею соответствующего образования. На сегодня даже та, малая часть имеет снижение на 37%.
Стоит ли инвестировать? Поделитесь опытом. Какой процент потеряли? Закрыли ли счета? Поменяли ли биржу?",2024-11-05,инвестиции
